Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-10-08 13:30:00+00:00,257.1199951171875,257.2398986816406,256.3599853515625,256.5299987792969,1654244
2025-10-08 13:31:00+00:00,257.2149963378906,257.6799011230469,257.0400085449219,257.1300048828125,263999
2025-10-08 13:32:00+00:00,257.07501220703125,257.422607421875,256.81201171875,257.2149963378906,221003
2025-10-08 13:33:00+00:00,257.0400085449219,257.30499267578125,256.9700012207031,257.04998779296875,140635
2025-10-08 13:34:00+00:00,256.625,257.0950012207031,256.5400085449219,257.0400085449219,166690
2025-10-08 13:35:00+00:00,256.6664123535156,256.889892578125,256.6099853515625,256.6600036621094,100962
2025-10-08 13:36:00+00:00,256.7699890136719,256.8299865722656,256.6000061035156,256.6773986816406,129782
2025-10-08 13:37:00+00:00,256.4549865722656,256.8900146484375,256.3800048828125,256.760009765625,423691
2025-10-08 13:38:00+00:00,256.1499938964844,256.5400085449219,256.1499938964844,256.45001220703125,106101
2025-10-08 13:39:00+00:00,256.2799987792969,256.2898864746094,256.1099853515625,256.1400146484375,105355
2025-10-08 13:40:00+00:00,256.7900085449219,256.8999938964844,256.239990234375,256.28338623046875,112771
2025-10-08 13:41:00+00:00,256.989990234375,257.2099914550781,256.739990234375,256.7587890625,150527
2025-10-08 13:42:00+00:00,257.19000244140625,257.43499755859375,256.9549865722656,257.0133972167969,217198
2025-10-08 13:43:00+00:00,257.1600036621094,257.42999267578125,257.1499938964844,257.25,186335
2025-10-08 13:44:00+00:00,256.9200134277344,257.2950134277344,256.8800048828125,257.1470031738281,95825
2025-10-08 13:45:00+00:00,256.9800109863281,257.0050048828125,256.8299865722656,256.8949890136719,0
2025-10-08 13:46:00+00:00,256.9646911621094,257.05999755859375,256.8399963378906,256.9849853515625,1498005
2025-10-08 13:47:00+00:00,257.1499938964844,257.30999755859375,256.9599914550781,257.0,139433
2025-10-08 13:48:00+00:00,257.302490234375,257.360595703125,257.1600036621094,257.1600036621094,70473
2025-10-08 13:49:00+00:00,257.3349914550781,257.57000732421875,257.2699890136719,257.30499267578125,117980
2025-10-08 13:50:00+00:00,257.3775939941406,257.5299987792969,257.30999755859375,257.3349914550781,114057
2025-10-08 13:51:00+00:00,257.79998779296875,257.8900146484375,257.385009765625,257.385009765625,172255
2025-10-08 13:52:00+00:00,257.5201110839844,257.82391357421875,257.45001220703125,257.82391357421875,94645
2025-10-08 13:53:00+00:00,257.61859130859375,257.7200012207031,257.4599914550781,257.5199890136719,59356
2025-10-08 13:54:00+00:00,257.3420104980469,257.69000244140625,257.3299865722656,257.6000061035156,130714
2025-10-08 13:55:00+00:00,257.135009765625,257.32000732421875,257.0199890136719,257.32000732421875,130091
2025-10-08 13:56:00+00:00,257.2900085449219,257.29998779296875,257.05999755859375,257.1099853515625,78919
2025-10-08 13:57:00+00:00,257.19000244140625,257.3399963378906,257.1400146484375,257.30999755859375,82433
2025-10-08 13:58:00+00:00,257.2650146484375,257.3341064453125,257.1700134277344,257.20001220703125,65172
2025-10-08 13:59:00+00:00,257.2200012207031,257.29998779296875,257.1000061035156,257.239990234375,78094
2025-10-08 14:00:00+00:00,257.3599853515625,257.5,257.1700134277344,257.2200012207031,125235
2025-10-08 14:01:00+00:00,257.5224914550781,257.6000061035156,257.32000732421875,257.3599853515625,185497
2025-10-08 14:02:00+00:00,257.7674865722656,257.7699890136719,257.3999938964844,257.510009765625,91044
2025-10-08 14:03:00+00:00,257.44000244140625,257.7699890136719,257.3999938964844,257.7685852050781,75193
