Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,
2025-10-10 13:30:00+00:00,436.55999755859375,438.1299133300781,435.8800048828125,436.5,2458565
2025-10-10 13:31:00+00:00,437.8999938964844,438.8699951171875,437.20001220703125,437.8340148925781,1887183
2025-10-10 13:32:00+00:00,437.1123962402344,438.0400085449219,436.7701110839844,437.7799987792969,373301
2025-10-10 13:33:00+00:00,438.0799865722656,438.8999938964844,436.9100036621094,437.1199035644531,409520
2025-10-10 13:34:00+00:00,440.1968994140625,440.3299865722656,438.0899963378906,438.1000061035156,713396
2025-10-10 13:35:00+00:00,442.1199951171875,442.3999938964844,439.95001220703125,440.2250061035156,681182
2025-10-10 13:36:00+00:00,442.0801086425781,443.1300048828125,441.6400146484375,442.05010986328125,720345
2025-10-10 13:37:00+00:00,441.2380065917969,442.2099914550781,440.4010009765625,442.0455017089844,638231
2025-10-10 13:38:00+00:00,439.4599914550781,441.3500061035156,439.1199951171875,441.2699890136719,595371
2025-10-10 13:39:00+00:00,439.590087890625,440.20001220703125,439.1099853515625,439.37109375,408384
2025-10-10 13:40:00+00:00,437.5140075683594,440.1098937988281,437.3699951171875,439.6351013183594,661058
2025-10-10 13:41:00+00:00,438.32000732421875,438.44000244140625,437.3999938964844,437.5000915527344,401121
2025-10-10 13:42:00+00:00,438.2120056152344,438.989990234375,437.8301086425781,438.3349914550781,293464
2025-10-10 13:43:00+00:00,439.8623962402344,439.8699951171875,438.4100036621094,438.4100036621094,296903
2025-10-10 13:44:00+00:00,440.0,440.1000061035156,438.7300109863281,439.82000732421875,336999
2025-10-10 13:45:00+00:00,440.67010498046875,440.8299865722656,439.1868896484375,439.9649963378906,0
2025-10-10 13:46:00+00:00,439.11669921875,440.8800048828125,439.0899963378906,440.7250061035156,2959035
2025-10-10 13:47:00+00:00,439.0,439.5,438.53009033203125,439.10101318359375,322341
2025-10-10 13:48:00+00:00,438.32501220703125,439.29998779296875,438.11029052734375,439.0440979003906,240186
2025-10-10 13:49:00+00:00,436.885009765625,438.4775085449219,436.67999267578125,438.2701110839844,380473
2025-10-10 13:50:00+00:00,437.2598876953125,437.84991455078125,436.6000061035156,436.864990234375,292465
2025-10-10 13:51:00+00:00,436.58599853515625,437.75,436.3999938964844,437.260009765625,298881
2025-10-10 13:52:00+00:00,436.785400390625,437.5360107421875,436.431396484375,436.55999755859375,275379
2025-10-10 13:53:00+00:00,437.1300048828125,437.6000061035156,436.6695861816406,436.7300109863281,240597
2025-10-10 13:54:00+00:00,437.09521484375,437.4200134277344,436.53070068359375,437.1099853515625,217755
2025-10-10 13:55:00+00:00,437.80999755859375,438.1492919921875,436.8800964355469,437.1000061035156,308602
2025-10-10 13:56:00+00:00,437.71148681640625,438.1199951171875,437.5799865722656,437.8299865722656,180162
2025-10-10 13:57:00+00:00,436.94000244140625,438.07000732421875,436.6700134277344,437.7650146484375,196871
2025-10-10 13:58:00+00:00,438.1535949707031,438.1990966796875,436.6600036621094,436.94000244140625,205673
2025-10-10 13:59:00+00:00,437.79998779296875,438.3800048828125,437.79998779296875,438.1972961425781,154365
2025-10-10 14:00:00+00:00,437.67999267578125,438.5899963378906,437.6304931640625,437.82000732421875,272137
2025-10-10 14:01:00+00:00,437.5921936035156,438.0262145996094,436.79998779296875,437.66729736328125,268296
2025-10-10 14:02:00+00:00,438.422607421875,438.4798889160156,437.1300048828125,437.6199951171875,218546
2025-10-10 14:03:00+00:00,437.8999938964844,438.40478515625,437.79998779296875,438.40478515625,125089
2025-10-10 14:04:00+00:00,437.4941101074219,438.1400146484375,437.42999267578125,437.9849853515625,124065
2025-10-10 14:05:00+00:00,436.9800109863281,437.9220886230469,436.9280090332031,437.45599365234375,187834
2025-10-10 14:06:00+00:00,436.94500732421875,437.2799987792969,436.60009765625,437.0299987792969,191045
2025-10-10 14:07:00+00:00,437.6600036621094,437.7950134277344,436.9303894042969,436.9800109863281,141763
2025-10-10 14:08:00+00:00,437.2349853515625,437.8999938964844,437.1099853515625,437.6300048828125,132721
2025-10-10 14:09:00+00:00,436.7860107421875,437.2049865722656,436.7860107421875,437.1000061035156,154767
2025-10-10 14:10:00+00:00,436.57501220703125,437.07501220703125,436.5,436.7900085449219,215725
2025-10-10 14:11:00+00:00,437.1000061035156,437.3999938964844,436.5350036621094,436.5350036621094,139988
2025-10-10 14:12:00+00:00,437.114990234375,437.5199890136719,436.7099914550781,437.1300048828125,150683
2025-10-10 14:13:00+00:00,434.6199951171875,437.1700134277344,434.3599853515625,437.08099365234375,619890
2025-10-10 14:14:00+00:00,434.45001220703125,434.7300109863281,433.30999755859375,434.5400085449219,475126
2025-10-10 14:15:00+00:00,434.5201110839844,435.2200012207031,434.3301086425781,434.4798889160156,305389
2025-10-10 14:16:00+00:00,434.82708740234375,435.27960205078125,434.5,434.7149963378906,260206
2025-10-10 14:17:00+00:00,434.65869140625,435.239013671875,434.37298583984375,434.8800048828125,199653
2025-10-10 14:18:00+00:00,434.7652893066406,435.3544921875,434.4601135253906,434.6105041503906,165071
2025-10-10 14:19:00+00:00,435.92999267578125,435.97650146484375,434.7601013183594,434.7601013183594,251333
2025-10-10 14:20:00+00:00,436.1982116699219,436.4588928222656,435.8949890136719,435.9200134277344,238679
2025-10-10 14:21:00+00:00,436.9549865722656,437.1000061035156,436.07000732421875,436.260009765625,205910
2025-10-10 14:22:00+00:00,436.8399963378906,437.2099914550781,436.5400085449219,436.989990234375,214280
2025-10-10 14:23:00+00:00,436.8699951171875,437.1499938964844,436.5000915527344,436.7699890136719,179414
2025-10-10 14:24:00+00:00,436.75,437.20001220703125,436.67999267578125,436.8680114746094,132603
2025-10-10 14:25:00+00:00,436.7200012207031,437.17999267578125,436.5,436.67999267578125,129286
2025-10-10 14:26:00+00:00,436.9599914550781,437.0195007324219,436.54998779296875,436.6900939941406,128153
2025-10-10 14:27:00+00:00,436.2200012207031,437.05999755859375,435.97808837890625,437.0,201246
2025-10-10 14:28:00+00:00,436.1000061035156,436.3999938964844,435.91229248046875,436.2799987792969,153544
2025-10-10 14:29:00+00:00,437.04998779296875,437.25,436.0201110839844,436.0690002441406,201597
2025-10-10 14:30:00+00:00,436.40008544921875,437.29998779296875,436.40008544921875,437.1000061035156,122957
2025-10-10 14:31:00+00:00,437.0895080566406,437.2200012207031,436.2099914550781,436.3800048828125,117167
2025-10-10 14:32:00+00:00,437.1400146484375,437.2898864746094,436.5000915527344,437.1050109863281,145332
2025-10-10 14:33:00+00:00,437.090087890625,437.2619934082031,436.7070007324219,437.1199951171875,86916
2025-10-10 14:34:00+00:00,437.2699890136719,437.30999755859375,436.80999755859375,437.0976867675781,118278
2025-10-10 14:35:00+00:00,437.9898986816406,438.0199890136719,437.1300048828125,437.2099914550781,311903
2025-10-10 14:36:00+00:00,437.7300109863281,438.1600036621094,437.67999267578125,437.88519287109375,253550
2025-10-10 14:37:00+00:00,438.4150085449219,438.54998779296875,437.70001220703125,437.7585144042969,191648
2025-10-10 14:38:00+00:00,438.54998779296875,438.8500061035156,438.30010986328125,438.44989013671875,244361
2025-10-10 14:39:00+00:00,438.6401062011719,438.79998779296875,438.239990234375,438.5400085449219,174094
2025-10-10 14:40:00+00:00,438.1650085449219,438.6659851074219,437.94000244140625,438.6400146484375,187187
2025-10-10 14:41:00+00:00,438.4049987792969,438.7499084472656,438.1600036621094,438.1712951660156,139236
2025-10-10 14:42:00+00:00,437.79998779296875,438.4700012207031,437.75201416015625,438.37451171875,123368
2025-10-10 14:43:00+00:00,438.0799865722656,438.4307861328125,437.7161865234375,437.7856140136719,152394
2025-10-10 14:44:00+00:00,438.67999267578125,438.75,438.0657043457031,438.1307067871094,153207
2025-10-10 14:45:00+00:00,439.42999267578125,439.54998779296875,438.3999938964844,438.5299987792969,275979
2025-10-10 14:46:00+00:00,438.80999755859375,439.5697021484375,438.6630859375,439.510009765625,187507
2025-10-10 14:47:00+00:00,439.1719970703125,439.3290100097656,438.7049865722656,438.8900146484375,133109
2025-10-10 14:48:00+00:00,439.5140075683594,439.67999267578125,439.2049865722656,439.2049865722656,169809
2025-10-10 14:49:00+00:00,439.8500061035156,439.95001220703125,439.2300109863281,439.510009765625,212985
2025-10-10 14:50:00+00:00,440.1199951171875,440.1199951171875,439.5,439.8500061035156,369720
2025-10-10 14:51:00+00:00,440.0199890136719,440.25,439.8666076660156,440.1080017089844,195936
2025-10-10 14:52:00+00:00,439.4219970703125,440.0849914550781,439.3599853515625,440.0249938964844,146377
2025-10-10 14:53:00+00:00,438.54400634765625,439.5047912597656,438.5299987792969,439.45001220703125,219491
2025-10-10 14:54:00+00:00,439.5150146484375,439.5400085449219,438.5640869140625,438.5640869140625,181715
2025-10-10 14:55:00+00:00,439.75,439.75,439.2099914550781,439.510009765625,160309
2025-10-10 14:56:00+00:00,439.08319091796875,439.7637939453125,438.8699951171875,439.7349853515625,146853
2025-10-10 14:57:00+00:00,436.7301025390625,439.3599853515625,436.70001220703125,439.04998779296875,248837
2025-10-10 14:58:00+00:00,435.8800048828125,437.2598876953125,434.6499938964844,436.7601013183594,528171
2025-10-10 14:59:00+00:00,434.94500732421875,435.70001220703125,433.3700866699219,435.70001220703125,560186
2025-10-10 15:00:00+00:00,432.80999755859375,435.1099853515625,431.4367980957031,434.9599914550781,685431
2025-10-10 15:01:00+00:00,430.55999755859375,432.7099914550781,429.8999938964844,432.5899963378906,841457
2025-10-10 15:02:00+00:00,428.4700012207031,430.6950988769531,428.14581298828125,430.6950988769531,593641
2025-10-10 15:03:00+00:00,430.43011474609375,431.1099853515625,428.29998779296875,428.4649963378906,570823
